# source	target_reldir	key	page	english_ref	subset
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[81]စေတသိက်ပိုင်းဆိုင်ရာ သိမှတ်စရာ/[87]b ဒေါသအုပ်စု စေတသိက် (၄) လုံး.md	[1]无色摄受章/[81]心所方面的应知事项	[87]b	87	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[81]စေတသိက်ပိုင်းဆိုင်ရာ သိမှတ်စရာ/[87]c သသင်္ခါရိကအုပ်စုဝင် စေတသိက် (၂ ) လုံ.md	[1]无色摄受章/[81]心所方面的应知事项	[87]c	87	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[81]စေတသိက်ပိုင်းဆိုင်ရာ သိမှတ်စရာ/[88]a မောဟအုပ်စု စေတသိက် (၁) လုံး.md	[1]无色摄受章/[81]心所方面的应知事项	[88]a	88	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[81]စေတသိက်ပိုင်းဆိုင်ရာ သိမှတ်စရာ/[88]b သောဘဏစေတသိက် = အကောင်းစေတသိက် (၂၅) လုံး1.md	[1]无色摄受章/[81]心所方面的应知事项	[88]b	88	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[81]စေတသိက်ပိုင်းဆိုင်ရာ သိမှတ်စရာ/[88]c သောဘဏသာဓာရဏ စေတသိက် (၁၉) လုံး.md	[1]无色摄受章/[81]心所方面的应知事项	[88]c	88	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[81]စေတသိက်ပိုင်းဆိုင်ရာ သိမှတ်စရာ/[90] ဝိရတိ စေတသိက် (၃) လုံး.md	[1]无色摄受章/[81]心所方面的应知事项	[90]	90	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[81]စေတသိက်ပိုင်းဆိုင်ရာ သိမှတ်စရာ/[91]a အပ္ပမညာ စေတသိက် (၂) လုံး.md	[1]无色摄受章/[81]心所方面的应知事项	[91]a	91	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[81]စေတသိက်ပိုင်းဆိုင်ရာ သိမှတ်စရာ/[91]b ပညိန္ဒြေ စေတသိက် (၁) လုံး.md	[1]无色摄受章/[81]心所方面的应知事项	[91]b	91	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[92]a နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း.md	[1]无色摄受章/[92]摄受名法的方式篇	[92]a	92	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[92]b လိုင်းသတ်မှတ်ပုံ.md	[1]无色摄受章/[92]摄受名法的方式篇	[92]b	92	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[93]a သမထယာနိကနှင့် သုဒ္ဓဝိပဿနာယာနိက.md	[1]无色摄受章/[92]摄受名法的方式篇	[93]a	93	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[94] ဈာနသမာပတ္တိဝီထိ.md	[1]无色摄受章/[92]摄受名法的方式篇	[94]	94	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[95] အာဒိကမ္မိက ပထမဈာနဝီထိ.md	[1]无色摄受章/[92]摄受名法的方式篇	[95]	95	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[96]a အာဒိကမ္မိက ပထမဈာနဝီထိပုံစံ.md	[1]无色摄受章/[92]摄受名法的方式篇	[96]a	96	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[96]b ပရိကမ္မ - ဥပစာရ - အနုလောမ - ဂေါတြဘု.md	[1]无色摄受章/[92]摄受名法的方式篇	[96]b	96	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[98] ဈာနသမာပတ္တိဝီထိ ပုံစံများ.md	[1]无色摄受章/[92]摄受名法的方式篇	[98]	98	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[99] အာနာပါနပထမဈာန် နာမ်တရားများ.md	[1]无色摄受章/[92]摄受名法的方式篇	[99]	99	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[100]a စတင်အားသစ်ပုံ.md	[1]无色摄受章/[92]摄受名法的方式篇	[100]a	100	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[100]b ပထမဈာန် နာမ်တရား (၃၄) လုံး.md	[1]无色摄受章/[92]摄受名法的方式篇	[100]b	100	vol_2/English-First-Edition-markdown/Vol 2, pg 51-100.md	glossary/subsets/Vol 2, pg 51-100.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[103]a နမူနာတစ်ခု ပုံစံပြုရသော်.md	[1]无色摄受章/[92]摄受名法的方式篇	[103]a	103	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[103]b မနောဒွါရာဝဇ္ဇန်း - နာမ်တရား (၁၂) လုံ.md	[1]无色摄受章/[92]摄受名法的方式篇	[103]b	103	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[104] နာမ်ရုပ် - သိမ်းဆည်းပါ.md	[1]无色摄受章/[92]摄受名法的方式篇	[104]	104	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[106] ဝိတက် - ဝိစာရ - ပီတိ.md	[1]无色摄受章/[92]摄受名法的方式篇	[106]	106	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[92]နာမ်တရားများကို သိမ်းဆည်းပုံအပိုင်း/[108] ဈာန်ရသူတို့ အတွက်သာ.md	[1]无色摄受章/[92]摄受名法的方式篇	[108]	108	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[109] ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[109]	109	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[109]b အာရုံ (၆) ပါး ခွဲပုံ.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[109]b	109	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[110]a လိုင်းသတ်မှတ်ပုံ.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[110]a	110	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[110]b ဓမ္မာရုံလိုင်း ကာမာဝစရ နာမ်တရားများ.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[110]b	110	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[110]c စက္ခုအကြည်ဓာတ် - ဓမ္မာရုံ - အာရုံ.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[110]c	110	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[111] နာမ်တရား (၃၄) လုံး.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[111]	111	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[114] မဟာကုသိုလ်စိတ် (၈) မျိုး.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[114]	114	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[114]b သသင်္ခါရိက - အသင်္ခါရိက.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[114]b	114	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[115] နာမ်တရားများကို သိမ်းဆည်းပုံ နည်းစန.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[115]	115	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[116] အနုပဿနာ (၄) ပါး.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[116]	116	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[117] အကယ်၍ နာမ်တရားများ မထင်ရှားခဲ့သော်.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[117]	117	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[118]a ကြေးမုံ ဥပမာ.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[118]a	118	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[118]b ဆီကြိတ်သည့် ဥပမာ.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[118]b	118	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[118]c ခပေါင်းရေကြည်စေ့ ဥပမာ.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[118]c	118	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[119] လုပ်ငန်းခွင် အဆင့်ဆင့်.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[119]	119	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[124]a သဘောပေါက်ရန်.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[124]a	124	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[109]ရှေးဦးစွာ သိမ်းဆည်းရမည့် ကာမာဝစရ နာမ်တရား/[124]b ပုံစံတူ ရှုရန် ရုပ်အစစ်များ.md	[1]无色摄受章/[109]首先应摄受的欲界名法	[124]b	124	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[125]တဒါရုံ အကြောင်း သိကောင်းစရာ/[125] တဒါရုံ အကြောင်း သိကောင်းစရာ.md	[1]无色摄受章/[125]关于彼所缘的应知事项	[125]	125	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[125]တဒါရုံ အကြောင်း သိကောင်းစရာ/[129] အထူးသတိပြုသင့်သောအရာ.md	[1]无色摄受章/[125]关于彼所缘的应知事项	[129]	129	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[125]တဒါရုံ အကြောင်း သိကောင်းစရာ/[130] သဘာဝယုတ္တိဖြင့် နှိုင်းချိန်ရန်.md	[1]无色摄受章/[125]关于彼所缘的应知事项	[130]	130	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[125]တဒါရုံ အကြောင်း သိကောင်းစရာ/[131] ဝိပါက် အမှန် - ဇော အပြန်.md	[1]无色摄受章/[125]关于彼所缘的应知事项	[131]	131	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[125]တဒါရုံ အကြောင်း သိကောင်းစရာ/[132] ကံနှင့် အကျိုးတရားအပိုင်း.md	[1]无色摄受章/[125]关于彼所缘的应知事项	[132]	132	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
vol_2/markdown/[1]အရူပပရိဂ္ဂဟ အခန်/[125]တဒါရုံ အကြောင်း သိကောင်းစရာ/[133] တိဟိတ်-ဥက္ကဋ္ဌ ကုသိုလ်.md	[1]无色摄受章/[125]关于彼所缘的应知事项	[133]	133	vol_2/English-First-Edition-markdown/Vol 2, pg 101-153.md	glossary/subsets/Vol 2, pg 101-153.tsv
