# source	target_reldir	key	page	english_ref	subset
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[577] ၁၄ - ၁၅။ ကာယကမ္မညတာ + စိတ္တကမ္မညတာ.md	[227]行蕴论章/[522]美心所（25）个	[577]	577	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[579] ၁၆ - ၁၇။ ကာယပါဂုညတာ + စိတ္တပါဂုညတာ.md	[227]行蕴论章/[522]美心所（25）个	[579]	579	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[580] ၁၈ - ၁၉။ ကာယုဇုကတာ + စိတ္တုဇုကတာ.md	[227]行蕴论章/[522]美心所（25）个	[580]	580	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[581] မာယာ - သာဌေယျ.md	[227]行蕴论章/[522]美心所（25）个	[581]	581	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[582]a ၂၀ - ၂၁ - ၂၂။ ဝိရတိစေတသိက် သုံးပါး.md	[227]行蕴论章/[522]美心所（25）个	[582]a	582	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[582]b ၂၀။ သမ္မာဝါစာ.md	[227]行蕴论章/[522]美心所（25）个	[582]b	582	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[583]a ၂၁။ သမ္မာကမ္မန္တ.md	[227]行蕴论章/[522]美心所（25）个	[583]a	583	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[583]b ၂၂။ သမ္မာအာဇီဝ.md	[227]行蕴论章/[522]美心所（25）个	[583]b	583	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[522]သောဘဏစေတသိက် (၂၅) လုံး/[586] ဝိရတိအပြား.md	[227]行蕴论章/[522]美心所（25）个	[586]	586	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[587]ဗြဟ္မဝိဟာရ စေတသိက်များ/[587] ဗြဟ္မဝိဟာရ စေတသိက်များ.md	[227]行蕴论章/[587]梵住心所	[587]	587	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[587]ဗြဟ္မဝိဟာရ စေတသိက်များ/[587]b မေတ္တာ (= အဒေါသ).md	[227]行蕴论章/[587]梵住心所	[587]b	587	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[587]ဗြဟ္မဝိဟာရ စေတသိက်များ/[588] ၂၃။ ကရုဏာ.md	[227]行蕴论章/[587]梵住心所	[588]	588	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[587]ဗြဟ္မဝိဟာရ စေတသိက်များ/[590] ၂၄။ မုဒိတာ.md	[227]行蕴论章/[587]梵住心所	[590]	590	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[587]ဗြဟ္မဝိဟာရ စေတသိက်များ/[592] ဥပေက္ခာ ဗြဟ္မဝိဟာရ.md	[227]行蕴论章/[587]梵住心所	[592]	592	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[587]ဗြဟ္မဝိဟာရ စေတသိက်များ/[595] နာမ်တရားများကို လက္ခဏ ရသ ပစ္စုပဋ္ဌာန် ပဒဋ္ဌာန်အားဖြင့် သိမ်းဆည်းရှုပွားပုံစနစ်.md	[227]行蕴论章/[587]梵住心所	[595]	595	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[227]သင်္ခါရက္ခန္ဓကထာ အခန်း/[587]ဗြဟ္မဝိဟာရ စေတသိက်များ/[596] ရူပါရုံလိုင်း နာမ်တရားများကို သိမ်းဆည်းပုံ အမြွက်.md	[227]行蕴论章/[587]梵住心所	[596]	596	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[599]a ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း.md	[599]缘起支分章	[599]a	599	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[599]b ၁။ အဝိဇ္ဇာ.md	[599]缘起支分章	[599]b	599	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[600] ၂။ သင်္ခါရ.md	[599]缘起支分章	[600]	600	vol_4/English-First-Edition-markdown/vol 4, Page 551-600.md	glossary/subsets/vol 4, Page 551-600.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[601] ၃။ ဝိညာဏ်.md	[599]缘起支分章	[601]	601	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[602]a ၄။ (နာမ်+ရုပ်)မှ-ရုပ်=စေတသိက်.md	[599]缘起支分章	[602]a	602	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[602]b (နာမ်+ရုပ်)မှ-ရုပ်.md	[599]缘起支分章	[602]b	602	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[604]၅။ သဠှာယတန.md	[599]缘起支分章	[604]	604	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[606]၆။ ဖဿ.md	[599]缘起支分章	[606]	606	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[608]၇။ ဝေဒနာ.md	[599]缘起支分章	[608]	608	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[610]၈။ တဏှာ.md	[599]缘起支分章	[610]	610	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[612]၉။ ဥပါဒါန.md	[599]缘起支分章	[612]	612	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[613]၁၀။ ဘဝ.md	[599]缘起支分章	[613]	613	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[614]၁၁။ ဇာတိ.md	[599]缘起支分章	[614]	614	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[615]၁၂။ ဇရာ.md	[599]缘起支分章	[615]	615	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[616] မရဏ.md	[599]缘起支分章	[616]	616	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[617] သောက.md	[599]缘起支分章	[617]	617	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[619] (က) ပရိဒေဝ.md	[599]缘起支分章	[619]	619	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[619] (ခ) ဒုက္ခ.md	[599]缘起支分章	[619]	619	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[620] (က) ဒေါမနဿ.md	[599]缘起支分章	[620]	620	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[620] (ခ) ဥပါယာသ.md	[599]缘起支分章	[620]	620	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[621] သောက ပရိဒေဝ ဒုက္ခ ဒေါမနဿ ဥပါယာသ.md	[599]缘起支分章	[621]	621	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[622] အနနုသောစိယဇာတ်တော်.md	[599]缘起支分章	[622]	622	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[624] စူဠဗောဓိဇာတ်တော်.md	[599]缘起支分章	[624]	624	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[626] (က) ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်တို့၌ လက္ခဏ-ရသ စသည်ရှုပုံစနစ်.md	[599]缘起支分章	[626]	626	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
vol_4/markdown/[599]ပဋိစ္စသမုပ္ပါဒ်အင်္ဂါရပ်များ အခန်း/[627] ကြိုတင်ပြင်ဆင်ပါ.md	[599]缘起支分章	[627]	627	vol_4/English-First-Edition-markdown/vol 4, Page 601-627.md	glossary/subsets/vol 4, Page 601-627.tsv
